text,date,amusement_parks,ferris_wheels,water_parks,miniature_parks,baths_and_saunas,climbing,stadiums,winter_sports,natural_springs,water,nature_reserves,beaches,railway_stations,dams,mints,mineshafts,science_museums,churches,cathedrals,monasteries,synagogues,hindu_temples,mosques,archaeology,castles,fortified_towers,bunkers,military_museums,battlefields,war_graves,cemeteries,mausoleums,crypts,monuments,tumuluses,wall_painting,fountains,sculptures,gardens_and_parks,archaeological_museums,art_galleries,biographical_museums,history_museums,local_museums,national_museums,fashion_museums,planetariums,zoos,aquariums,skyscrapers,towers,historic_architecture,bridges,text_en
" Lubię cieszyć się chwilą otoczoną kulturą i sztuką.Jestem osobą, która woli spokojne i relaksujące zajęcia.",Najbardziej lubię podróże w okresie wiosennym. Uwielbiam podziwiać kwitnące kwiaty i korzystać z łagodnej temperatury.,2,3,3,2,4,2,2,1,3,4,5,3,3,2,1,2,4,4,3,2,2,2,2,4,3,3,2,3,2,2,3,4,2,4,2,3,4,4,4,4,5,3,4,3,4,2,2,3,3,2,3,4,3,I am a person who prefers calm and relaxing classes.I like to enjoy the moment surrounded by culture and art.
" Doceniam zarówno piękno przyrody, jak i bogactwo kulturowego miejsc, w których odwiedzam. Lubię aktywnie spędzać czas, badając zarówno zabytki historyczne, jak i współczesne atrakcje..Jestem osobą z różnymi zainteresowaniami podczas podróży","Preferuję krótsze wypady, trwające od 5 do 7 dni. Planowanie podróży jest dla mnie ważne, ale lubię też zostawić miejsce na spontaniczne odkrycia. Ważne jest dla mnie znalezienie równowagi między zwiedzaniem a relaksem.",4,3,3,4,3,4,3,2,3,4,5,4,4,3,3,3,4,4,4,3,3,3,3,4,4,4,3,4,3,3,3,4,3,4,3,4,4,4,4,4,5,4,5,4,5,4,3,4,4,3,4,4,4,"I am a person with a variety of interests while traveling.I value both the beauty of nature and the cultural richness of the places I visit.I like spending time actively, exploring both historical monuments and modern attractions."
 Moje zainteresowania skupiają się na odkrywaniu lokalnych smaków i tradycji kulinarnej.Jestem pasjonatem kuchni podróży i świata.,"Planuję swoją podróż kulinarną na wrzesień. Będzie trwała 14 dni, od 5 września do 18 września.",2,3,1,2,2,1,1,1,3,4,3,2,3,2,1,1,3,2,2,1,1,3,1,3,2,2,1,2,1,2,2,1,1,3,1,3,2,3,4,3,2,1,3,3,4,1,2,2,4,2,3,2,3,I am passionate about travel and world cuisine.My interests focus on discovering local flavors and culinary traditions.I most often spend my free time tasting regional dishes and searching for unique food ingredients.
".Mam silną pasję do kultury i sztuki, szukając inspiracji z wszelkich form ludzkiej kreatywności.Wolę spędzać wolny czas w spokojnych lokalizacjach, które oferują poczucie harmonii i spokoju.Lubię odkrywać muzea, galerie sztuki lub historyczne miejsca do odkrywania różnych stylów artystycznych","Planuję dłuższą podróż trwającą ponad dwa tygodnie, która rozpocznie się za siedem miesięcy. Chcę w tym czasie zanurzyć się w bogatej historii, ciesząc się zarówno zabytkami kultury, jak i nowoczesnymi dziełami sztuki.",2,3,1,2,1,1,2,1,3,3,4,2,3,2,1,1,4,5,5,3,3,2,1,4,4,3,1,3,2,4,3,3,2,4,1,2,3,4,4,4,5,3,5,3,4,2,2,2,1,3,4,5,3,"I am passionate about culture and art, always looking for inspiration in various manifestations of human creativity.My interests focus mainly around museums, art gallery and historical places, where I can delve into various arts and artistic styles.I spend my free time in quiet places where I can enjoy the atmosphere and beauty of the surroundings."
"Jestem pasjonatem sztuki nowoczesnej i muzeów sztuki współczesnej. Moje hobby to eksploracja nowatorskich dzieł sztuki, uczestnictwo w wystawach oraz kolekcjonowanie sztuki współczesnej. Wolny czas najchętniej spędzam w miejscach, które oferują oryginalne i nowatorskie doświadczenia artystyczne.","Planuję swoją wycieczkę na lipiec. Będzie trwała 14 dni, od 7 lipca do 20 lipca.",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,4,1,1,1,1,1,2,1,1,"I am passionate about modern art and museums of contemporary art.My hobby is an exploration of innovative works of art, participation in exhibitions and collecting contemporary art.I most often spend my free time in places that offer original and innovative artistic experiences."
" Photos of Nature and Monuments to moja pasja. W podróży cena jest spokojna, a możliwość cieszenia się pięknem architektury i dzieł sztuki.Jestem entuzjastą podróży, szczególnie w miejscach z bogatą historią i kulturą.",wrzesień 2023,2,3,2,1,3,1,2,1,3,4,4,3,4,3,2,2,4,5,5,4,3,3,3,4,5,4,3,4,4,4,3,3,2,4,3,4,3,4,4,4,4,3,5,4,5,2,2,3,3,3,4,5,4,"I am an enthusiast of travel, especially for places with a rich history and culture.On trips, the price is calm and the opportunity to enjoy the beauty of architecture and works of art.Photos of nature and monuments are my passion."
" Najczęściej spędzam wolny czas w miejscach, w których mogę cieszyć się zajęciami na świeżym powietrzu..Jestem entuzjastą zajęć na świeżym powietrzu i uwielbiam zajęcia rekreacyjne. Moje hobby są wędrówki, rower, bieganie, narciarstwo i wszelkiego rodzaju sporty na świeżym powietrzu","Planuję swoją wycieczkę na październik. Będzie trwała 7 dni, od 8 października do 14 października.",1,1,1,1,1,4,1,4,2,3,5,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,2,1,1,1,1,1,4,1,1,"I am an enthusiast of outdoor activities and I love recreational activities.My hobby are hiking, bike, running, skiing and all kinds of outdoor sports.I most often spend my free time in places where I can enjoy outdoor activities."
"Jestem entuzjastą kultury i sztuki. Moje hobby to zwiedzanie muzeów, galerii sztuki oraz uczestniczenie w lokalnych wydarzeniach kulturalnych, takich jak koncerty czy wystawy. Wolny czas najchętniej spędzam w kawiarniach, delektując się kawą i czytając książki. Interesuję się również architekturą historyczną. W kwestii jedzenia, fascynuje mnie lokalna kuchnia i eksperymentowanie z nowymi smakami.",Moja wycieczka odbędzie się od 10 maja do 25 maja 2023 roku.,3,4,2,3,2,1,2,1,3,2,4,2,3,2,1,2,4,5,5,4,3,2,1,3,4,3,2,3,1,3,2,3,2,3,1,2,3,4,4,4,5,3,4,5,5,2,2,3,2,3,4,4,3,"I am an enthusiast of culture and art.My hobby is visiting museums, art gallery and participation in local cultural events, such as concerts and exhibitions.I spend my free time in cafes, enjoying coffee and reading books.I am also interested in historical architecture.In terms of food, I am fascinated by local cuisine and experimenting with new flavors."
" Moje hobby komunikuje się z kulturą i sztuką..Jestem miłośnikiem teatru, który lubi brać udział w występach na świeżym powietrzu. Spędzam wolny czas na imprezach kulturalnych i występach teatralnych",Moja wycieczka odbędzie się od 10 lipca do 25 lipca 2023 roku.,3,4,1,2,2,1,2,1,1,2,3,1,2,1,1,1,3,4,4,3,2,1,1,2,3,2,1,2,1,2,2,2,1,3,1,4,3,2,4,2,4,3,4,3,4,3,1,2,1,3,4,4,2,I am a theater lover who likes to participate in outdoor performances.My hobby is communing with culture and art.I spend my free time at cultural events and theater performances.
" Najczęściej spędzam wolny czas na tablecie graficznym, pracując nadNowe projekty. Moje hobby to tworzenie sztuki cyfrowej, eksperymentując z różnymi stylami rysowania i uczestnictwa w konwencjach mangi.Jestem projektantem komputerowym i pasjonuję się rysowaniem mangi.. Jestem również zainteresowany kulturą japońską i światem manga",Moja wycieczka odbędzie się od 10 października do 25 października 2023 roku.,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,"I am a computer graphic designer and I am passionate about drawing a manga.My hobby is the creation of digital art, experimenting with various styles of drawing and participation in manga conventions.I most often spend my free time on a graphic tablet, working on new projects.I am also interested in Japanese culture and the manga world."
"Jako osoba, która lubi kulturę i sztukę, uważam podróżowanie jako sposób zanurzenia się w nowych kulturach, szczególnie tych, które angażują historię, sztukę, architekturę i muzea.","Preferuję krótsze, intensywne podróże trwające od 5 do 7 dni. Planuję moje wyjazdy starannie, dbając o zobaczenie jak najwięcej ciekawych miejsc. Czasem pozostawiam jednak trochę miejsca na spontaniczne odkrycia.",3,4,3,2,3,2,3,2,2,3,4,3,4,3,3,4,5,4,5,3,4,3,3,4,5,4,3,4,3,4,3,4,3,4,3,4,3,5,4,5,5,4,5,4,5,4,3,3,4,4,5,5,4,"I am a person who loves culture and art.I treat travel as an opportunity to learn new places, especially those related to history, art and architecture.Discovering museums, art gallery and monuments is a real pleasure for me."
"Zajęcia na świeżym powietrzu są moimi preferowanymi rozrywkami, zwłaszcza tych, które obejmują odkrywanie natury..Lubię angażować się w zajęcia sportowe i rekreacyjne","Najbardziej cenię sobie podróże latem, gdy można korzystać z ciepłej pogody i uprawiać ulubione sporty na świeżym powietrzu.",3,2,4,2,4,5,4,1,2,3,5,4,2,3,1,2,2,1,2,1,1,1,1,3,4,3,1,2,1,1,2,3,1,3,1,1,3,2,3,3,2,2,4,3,4,1,1,4,3,2,4,4,3,"I like spending time on sports and recreational activities.My interests focus mainly around outdoor activity, especially in the environment of nature."
Mam pasję do zwierząt i chciałbym odwiedzić zoo.,Planuję wycieczkę w okresie od 15 sierpnia do 25 sierpnia 2023 roku.,3,3,3,2,2,2,2,1,2,3,5,2,3,2,1,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,2,4,2,1,1,1,1,2,1,1,5,4,2,3,2,2,I am an animal lover and I'm interested in the diversity of nature.I would like to visit the zoo during my journey.
" Moje zainteresowania skupiają się na szukaniu nowych dźwięków, uczestnictwu w koncertach i poznaniu lokalnych tradycji muzycznej. Najczęściej spędzam wolny czasw klubach muzycznych, na festiwalach muzycznych i w miejscach, w których mogę doświadczyć różnorodności muzycznej..Jestem pasjonatką muzyki i kultury. Hobby to gra na instrumentach, zbieranie płyt winylowych i odkrywanie lokalnej sceny muzycznej","Planuję średnią wycieczkę na 6 dni, od 15 do 20 lipca 2024 roku.",2,3,1,1,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,2,1,3,1,2,2,1,3,1,2,1,3,1,1,1,1,1,2,1,2,"I am passionate about music and culture.My interests focus on looking for new sounds, participation in concerts and learning about local musical traditions.The hobby is playing instruments, collecting vinyl records and exploring the local music scene.I most often spend my free time in music clubs, at music festivals and in places where I can experience musical diversity."
".Jestem historykiem sztuki z pasją fotografowania architektury historycznych kościołów, doceniając miejsca bogatym dziedzictwem kulturowym. Moje hobby to studium i dokumentacja sztuki sakralnej. Spędzam wolny czas w miejscach, w których historia i sztuka są wyjątkowe",Moja wycieczka odbędzie się od 10 maja do 25 maja 2023 roku.,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,5,4,4,3,2,1,2,3,2,1,1,1,2,2,1,1,3,1,1,1,2,2,2,4,1,5,3,4,1,1,1,1,1,3,5,2,"I am an art historian with a passion for photographing the architecture of historic churches, valuing places with a rich cultural heritage.My hobby is a study and documentation of sacred art.I spend my free time in places where history and art are unique."
".Moim miłości do teatru towarzyszy moja pasja do odkrywania tradycji kulturalnych i uczestnictwa w przedstawieniach na świeżym powietrzu, a także bieganie w parkach publicznych",Moja wycieczka odbędzie się od 5 sierpnia do 20 sierpnia 2023 roku.,2,3,2,2,4,3,3,1,2,3,3,1,2,2,2,2,4,3,4,2,3,1,2,3,3,2,1,3,2,2,3,3,1,3,1,4,2,2,4,3,4,3,4,3,4,3,2,2,2,3,4,3,3,I am a lover of theater and physical activity.I am interested in the cultural diversity and the cultural scene.I spend my free time by participating in outdoor performances and practicing jogging in city parks.
"Jestem fanem kuchni meksykańskiej z zainteresowaniami w hodowli fasoli i kukurydzy. Moje zainteresowania obejmują przygotowywanie autentycznych meksykańskich potraw, eksperymentowanie z przyprawami oraz uprawę tradycyjnych roślin. Hobby to uczestnictwo w warsztatach kulinarnych meksykańskiej kuchni, pielęgnacja ogrodu z fasolą i kukurydzą oraz zgłębianie tajników meksykańskiej kultury kulinarnej. Wolny czas najchętniej spędzam gotując meksykańskie specjały, pielęgnując moje rośliny i uczestnicząc w wydarzeniach kulinarnych.","Planuję weekendową wycieczkę na 3 dni, od 5 do 7 września 2024 roku.",1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,"I am a fan of Mexican cuisine with interests in bean and corn breeding.My interests include the preparation of authentic Mexican dishes, experimenting with spices and the cultivation of traditional plants.The hobby is participation in the culinary workshops of Mexican cuisine, garden care with beans and corn, and exploring the secrets of Mexican culinary culture.I spend my free time cooking Mexican specialties, cultivating my plants and participating in culinary events."
".W wolnym czasie fascynuje mnie programowanie i używam moich podróży do odkrywania innowacyjnych rozwiązań i znalezienia inspirujących projektów.Jako fan nowoczesnej technologii lubię podróżować i odkrywać nowe miejsca, które oferują zarówno innowacje, jak i architekturę",Moja wycieczka odbędzie się od 15 sierpnia do 30 sierpnia 2023 roku.,2,3,1,1,1,1,1,1,2,2,2,1,3,1,1,1,5,2,2,1,1,1,1,2,3,1,1,2,1,1,1,1,1,2,1,3,2,2,4,3,4,2,3,3,4,2,1,1,1,4,5,3,3,"I am a fan of new technologies and I love to explore places where innovations go hand in hand with the beauty of architecture.In my free time I am fascinated by the world of programming, and I treat travel as an opportunity to discover modern solutions and inspiring projects."
"Jako turysta pasjonuję się odkrywaniem egzotycznych miejsc, doświadczaniem unikalnych kultur i odkrywaniem niezwykłych rzeczy.Moim pragnieniem jest odkrywanie tych miejsc i bardziej ogólnie, jakie są najciekawsze miejsca do odwiedzenia?",Planuję podróż w okresie od 1 września do 15 września 2023 roku.,4,5,4,3,4,4,3,2,4,5,5,5,3,4,3,4,4,4,4,5,4,5,4,5,5,4,3,4,4,4,4,5,4,5,4,4,4,5,4,5,5,4,5,4,5,4,4,4,4,5,5,5,5,"I am a unique tourist, in love with exotic adventures and extraordinary experiences.My travels focus on discovering unique places, exotic cultures and unusual natural phenomena.I am looking for places that offer unique and exciting attractions."
"Jestem zaangażowanym entuzjastą sportu, który lubi uprawiać sport ekstremalny, takie jak surfowanie, snowboard i wspinaczka.Lubię pozostawać aktywnym i odkrywaniem odległych obszarów z oszałamiającymi możliwościami fotografii.","sierpień 2023, 10 dni.",3,2,4,1,2,5,1,5,1,4,3,5,2,3,1,2,1,1,1,1,1,1,1,2,3,3,2,1,2,2,1,1,1,3,1,1,1,1,2,1,1,1,3,2,2,1,1,1,2,2,4,1,2,"I am an avid lover of extreme sports.In my free time I do surfing, snowboarding and climbing.I prefer active forms of spending time and looking for places that offer extreme attractions and fantastic photography landscapes."
"Jako entuzjasta sportów ekstremalnych lubię spędzać wolny czas na zajęciach na zewnątrz.Wolę miejsca docelowe, które zapewniają ekscytujące emocje, przyspieszenie adrenaliny i możliwość uczestnictwa w sportach ekstremalnych.","Sierpień, 10 dni.",3,2,4,1,3,5,4,4,1,4,3,2,2,3,1,2,2,1,1,1,1,1,1,2,3,3,4,3,4,2,1,1,1,3,2,1,1,1,3,2,1,1,3,3,3,1,1,1,2,3,4,1,2,"I am an enthusiast of extreme sports.I spend my free time on recreational activities.I prefer places offering extreme attractions, adrenaline and the ability to practice extreme sports."
". Hobby to także fotografia krajobrazowa i poszukiwanie dzikich, nieznanych miejsc.czas w parkach narodowych, na górskich szlakach i nad jeziorami. Moje zainteresowania skupiaj się na wędrówkach, jeździe na rowerze i odkrywaniu uroków natury.Jestem miłośnikiem natury i aktywnego wypoczynku na świeżym powietrzu","Planuję długą wycieczkę na 8 dni, od 5 do 12 czerwca 2024 roku.",1,2,1,1,1,1,1,1,4,5,5,1,2,3,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,3,1,2,1,2,4,2,1,1,2,3,4,1,1,1,1,1,3,2,2,"I am a lover of nature and active leisure in the open air.My interests focus on hiking, cycling rides and discovering the charms of nature.The hobby is also landscape photography and the search for wild, unknown places.I most often spend my free time in national parks, on mountain trails and on the lakes."
".Jako ktoś, kto często podróżuje, jestem zainteresowany badaniem historycznych miejsc, atrakcji kulturowych, historycznych budynków i muzeów, aby w pełni zanurzyć się w lokalnej kulturze","Preferuję podróże o różnych porach roku, by móc odkrywać historię miejsc z różnych epok.",1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,4,3,3,3,3,3,3,4,3,2,3,2,2,3,3,2,3,2,1,1,3,1,3,2,2,4,3,4,1,1,1,1,1,3,4,3,"I am a tourist who wants to see places related to history.I am interested in cultural facilities, architectural monuments, historical museums, and everything that will allow me to explore the local past."
"Jestem turystką, która uwielbia naturę i aktywny wypoczynek. Szukam miejsc, gdzie mogę odkrywać piękno przyrody, aktywnie spędzać czas i cieszyć się świeżym powietrzem. Doceniam zarówno górskie krajobrazy, jak i malownicze plaże.",Planuję podróż w okresie od 1 lipca do 15 lipca 2023 roku.,3,2,4,2,4,5,3,3,4,5,5,5,3,4,2,3,3,2,2,3,2,2,2,3,4,3,3,3,3,4,4,3,2,3,2,3,4,3,4,3,2,3,3,3,3,2,2,4,4,2,4,3,4,"I am a tourist who loves nature and active rest.I am looking for places where I can discover the beauty of nature, spend time actively and enjoy fresh air.I appreciate both mountain landscapes and picturesque beaches."
